kind,emd_a,pdb_a,chain_a,len_a,emd_b,pdb_b,chain_b,len_b,fident
homolog,20538,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/20538/6pzw.pdb,E,216,30530,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/30530/7d0c.pdb,G,219,0.350
homolog,24347,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/24347/7ra8.pdb,C,126,32983,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/32983/7x3c.pdb,H,118,0.580
homolog,0871,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/0871/6lbq.pdb,C,231,15543,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/15543/8anw.pdb,C,238,0.588
homolog,22492,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/22492/7jv4.pdb,D,120,23361,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/23361/7li6.pdb,B,118,0.483
homolog,11840,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/11840/7aoc.pdb,F,142,12612,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/12612/7nvt.pdb,F,127,0.517
homolog,25587,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/25587/7t11.pdb,A,354,33228,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/33228/7xji.pdb,A,380,0.374
homolog,23801,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/23801/7mep.pdb,H,129,33049,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/33049/7x7v.pdb,H,121,0.534
homolog,31031,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/31031/7e9g.pdb,E,124,34041,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/34041/7yr0.pdb,C,126,0.436
homolog,32859,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/32859/7wvv.pdb,R,513,34983,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/34983/8hs2.pdb,R,459,0.397
homolog,12608,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/12608/7nvo.pdb,N,129,24347,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/24347/7ra8.pdb,C,126,0.433
homolog,22839,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/22839/7kej.pdb,J,231,23254,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/23254/7lbg.pdb,F,250,0.316
homolog,10124,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/10124/6s8j.pdb,L,218,30530,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/30530/7d0c.pdb,F,215,0.450
homolog,10323,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/10323/6swd.pdb,A,199,11276,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/11276/6zlw.pdb,C,264,0.316
homolog,13190,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/13190/7p40.pdb,B,215,22128,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/22128/6xcn.pdb,B,230,0.320
homolog,24697,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/24697/7ru5.pdb,E,107,30247,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/30247/7byr.pdb,H,126,0.306
homolog,26936,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/26936/7v05.pdb,A,226,32562,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/32562/7wk8.pdb,C,217,0.528
homolog,13985,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/13985/7qia.pdb,C,119,34038,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/34038/7yqx.pdb,H,126,0.420
homolog,30316,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/30316/7c9t.pdb,B,261,6829,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/6829/5yhq.pdb,B,325,0.511
homolog,11608,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/11608/7a1g.pdb,O,312,4353,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/4353/6g5i.pdb,g,317,0.538
homolog,22112,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/22112/6x9v.pdb,L,128,23545,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/23545/7lwd.pdb,L,110,0.440
homolog,14991,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/14991/7zw1.pdb,C,132,31555,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/31555/7fei.pdb,L,123,0.339
homolog,15543,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/15543/8anw.pdb,C,238,25772,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/25772/7taf.pdb,C,247,0.430
homolog,21921,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/21921/6wvk.pdb,A,314,24424,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/24424/7rdq.pdb,A,315,0.460
homolog,15971,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/15971/8bcz.pdb,D,107,25196,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/25196/7sla.pdb,B,126,0.305
homolog,32501,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/32501/7whj.pdb,F,120,33048,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/33048/7x7u.pdb,H,121,0.455
homolog,14850,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/14850/7zp8.pdb,c,273,31398,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/31398/7f0d.pdb,C,280,0.560
homolog,25008,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/25008/7sc1.pdb,H,224,30521,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/30521/7czy.pdb,K,220,0.311
homolog,24237,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/24237/7n8i.pdb,L,106,25366,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/25366/7sp6.pdb,B,134,0.327
homolog,15971,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/15971/8bcz.pdb,D,107,33831,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/33831/7yhk.pdb,F,117,0.350
homolog,33000,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/33000/7x46.pdb,H,119,33345,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/33345/7xod.pdb,T,124,0.450
homolog,20458,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/20458/6psf.pdb,C,265,32998,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/32998/7x40.pdb,B,263,0.515
homolog,25821,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/25821/7td2.pdb,A,379,26197,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/26197/7tyx.pdb,A,394,0.408
homolog,15836,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/15836/8b41.pdb,G,118,15971,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/15971/8bcz.pdb,A,119,0.467
homolog,12597,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/12597/7nuo.pdb,3,232,32207,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/32207/7vyk.pdb,C,238,0.519
homolog,12795,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/12795/7ob9.pdb,H,150,31306,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/31306/7eu1.pdb,H,146,0.482
homolog,11617,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/11617/7a29.pdb,D,114,32739,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/32739/7ws0.pdb,D,108,0.307
homolog,10118,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/10118/6s8d.pdb,L,218,22031,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/22031/6x3s.pdb,I,213,0.440
homolog,23898,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/23898/7mkl.pdb,L,105,32676,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/32676/7wp6.pdb,D,118,0.304
homolog,32652,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/32652/7won.pdb,H,131,34038,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/34038/7yqx.pdb,H,126,0.476
homolog,12606,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/12606/7nvm.pdb,B,535,32823,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/32823/7wu7.pdb,A,556,0.352
homolog,31515,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/31515/7fbi.pdb,N,119,31624,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/31624/7fjn.pdb,H,117,0.400
homolog,31978,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/31978/7vgs.pdb,D,229,32718,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/32718/7wr8.pdb,A,260,0.534
homolog,12314,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/12314/7ngh.pdb,D,144,32039,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/32039/7vnd.pdb,D,118,0.595
homolog,26925,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/26925/7v01.pdb,I,128,9659,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/9659/6ifz.pdb,C,126,0.353
homolog,0917,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/0917/6lmk.pdb,A,394,20180,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/20180/6os9.pdb,A,354,0.398
homolog,25686,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/25686/7t4r.pdb,J,257,30512,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/30512/7czp.pdb,L,216,0.312
homolog,24733,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/24733/7ryc.pdb,D,326,7869,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/7869/6ddf.pdb,A,354,0.343
homolog,11241,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/11241/6zk9.pdb,1,464,12655,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/12655/7nyv.pdb,F,445,0.443
homolog,31461,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/31461/7f58.pdb,A,380,33889,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/33889/7yk7.pdb,I,355,0.416
homolog,23694,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/23694/7m6f.pdb,D,217,26738,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/26738/7usl.pdb,L,213,0.466
homolog,23052,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/23052/7kwg.pdb,g,156,23666,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/23666/7m4u.pdb,g,156,0.538
homolog,23361,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/23361/7li6.pdb,B,118,25263,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/25263/7so9.pdb,D,104,0.307
homolog,25126,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/25126/7shf.pdb,D,353,32008,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/32008/7vig.pdb,A,357,0.524
homolog,13202,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/13202/7p5v.pdb,G,144,32676,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/32676/7wp6.pdb,D,118,0.457
homolog,23780,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/23780/7mdu.pdb,H,116,25162,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/25162/7sjn.pdb,D,117,0.461
homolog,11988,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/11988/7b2m.pdb,D,135,24236,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/24236/7n8h.pdb,E,122,0.377
homolog,22037,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/22037/6x3z.pdb,I,213,22102,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/22102/6x96.pdb,F,242,0.472
homolog,11614,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/11614/7a23.pdb,K,100,32464,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/32464/7wff.pdb,E,101,0.418
homolog,11248,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/11248/6zkg.pdb,g,140,11878,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/11878/7arb.pdb,W,133,0.324
homolog,25367,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/25367/7sp7.pdb,B,134,33151,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/33151/7xdl.pdb,J,105,0.305
homolog,12239,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/12239/7bod.pdb,K,129,32806,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/32806/7wtz.pdb,O,151,0.411
homolog,10798,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/10798/6yez.pdb,2,208,12180,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/12180/7bgi.pdb,5,227,0.482
homolog,30249,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/30249/7bz2.pdb,N,161,33047,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/33047/7x7t.pdb,H,121,0.412
homolog,21922,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/21922/6wvl.pdb,A,451,21924,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/21924/6wvr.pdb,B,445,0.404
homolog,25478,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/25478/7swp.pdb,L,217,28885,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/28885/8f6j.pdb,D,238,0.354
homolog,28523,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/28523/8epa.pdb,B,214,32684,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/32684/7wpe.pdb,U,237,0.319
homolog,0196,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/0196/6hco.pdb,D,221,22734,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/22734/7k8x.pdb,F,216,0.311
homolog,23023,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/23023/7ksq.pdb,4,203,6932,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/6932/5zji.pdb,X,232,0.388
homolog,32553,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/32553/7wjz.pdb,C,214,32685,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/32685/7wpf.pdb,S,214,0.421
homolog,31405,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/31405/7f16.pdb,A,394,32009,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/32009/7vih.pdb,D,354,0.398
homolog,25034,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/25034/7scg.pdb,E,259,31391,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/31391/7ezv.pdb,M,253,0.347
homolog,14846,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/14846/7zod.pdb,o,117,15204,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/15204/8a63.pdb,R,119,0.449
homolog,20766,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/20766/6uh1.pdb,C,242,7635,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/7635/6cv4.pdb,B,247,0.518
homolog,26439,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/26439/7ubn.pdb,A,329,33762,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/33762/7ye2.pdb,A,338,0.515
homolog,21249,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/21249/6vn7.pdb,A,394,31494,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/31494/7f8w.pdb,A,353,0.380
homolog,10815,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/10815/6yj4.pdb,C,293,14277,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/14277/7r46.pdb,C,266,0.537
homolog,25728,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/25728/7t6u.pdb,R,390,26314,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/26314/7u2l.pdb,D,356,0.322
homolog,20812,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/20812/6ukt.pdb,C,124,24878,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/24878/7s6k.pdb,D,105,0.326
homolog,23246,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/23246/7laa.pdb,L,217,30530,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/30530/7d0c.pdb,F,215,0.452
homolog,22127,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/22127/6xcm.pdb,L,217,24868,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/24868/7s6c.pdb,F,236,0.416
homolog,10220,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/10220/6sk5.pdb,C,230,9643,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/9643/6akt.pdb,C,240,0.446
homolog,30665,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/30665/7dfl.pdb,A,351,32950,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/32950/7x1u.pdb,B,246,0.364
homolog,14251,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/14251/7r41.pdb,A,115,4872,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/4872/6rfq.pdb,3,128,0.339
homolog,23283,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/23283/7ldd.pdb,K,262,31391,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/31391/7ezv.pdb,H,248,0.534
homolog,23780,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/23780/7mdu.pdb,E,125,24299,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/24299/7r7n.pdb,H,126,0.515
homolog,0869,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/0869/6lbh.pdb,D,216,22731,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/22731/7k8u.pdb,L,215,0.592
homolog,26162,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/26162/7txz.pdb,F,218,30516,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/30516/7czt.pdb,L,222,0.402
homolog,7634,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/7634/6cv3.pdb,A,297,9675,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/9675/6iio.pdb,A,297,0.419
homolog,10809,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/10809/6yhs.pdb,K,116,14121,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/14121/7qq3.pdb,W,117,0.560
homolog,14302,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/14302/7r4f.pdb,C,266,4872,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/4872/6rfq.pdb,G,281,0.555
homolog,22103,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/22103/6x97.pdb,F,237,30333,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/30333/7cak.pdb,D,210,0.497
homolog,23023,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/23023/7ksq.pdb,2,203,30536,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/30536/7d0j.pdb,1,194,0.409
homolog,13316,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/13316/7pc2.pdb,G,226,30983,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/30983/7e3l.pdb,E,215,0.309
homolog,33099,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/33099/7xau.pdb,B,354,33443,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/33443/7xt9.pdb,A,394,0.408
homolog,30486,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/30486/7cws.pdb,L,120,30681,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/30681/7dhi.pdb,N,157,0.432
homolog,14783,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/14783/7zlk.pdb,H,120,30221,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/30221/7bw0.pdb,N,157,0.441
homolog,30519,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/30519/7czw.pdb,L,217,31838,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/31838/7vae.pdb,H,249,0.305
homolog,13190,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/13190/7p40.pdb,C,221,26429,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/26429/7uap.pdb,L,217,0.309
homolog,14780,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/14780/7zlh.pdb,H,236,22652,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/22652/7k37.pdb,G,219,0.311
homolog,26196,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/26196/7tyw.pdb,A,394,32247,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/32247/7w0p.pdb,A,356,0.395
homolog,22089,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/22089/6x87.pdb,B,221,23565,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/23565/7lx3.pdb,L,213,0.409
homolog,22884,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/22884/7ki4.pdb,C,214,32959,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/32959/7x26.pdb,K,212,0.594
homolog,23097,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/23097/7l09.pdb,K,213,27443,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/27443/8diu.pdb,C,240,0.412
homolog,0235,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/0235/6hjp.pdb,H,214,27514,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/27514/8dls.pdb,L,238,0.457
homolog,31378,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/31378/7ey5.pdb,L,214,9827,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/9827/6jhq.pdb,E,213,0.593
homolog,20322,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/20322/6pe4.pdb,G,213,21844,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/21844/6wlw.pdb,0,205,0.551
homolog,12595,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/12595/7num.pdb,3,232,34062,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/34062/7yrh.pdb,C,242,0.406
homolog,10118,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/10118/6s8d.pdb,L,218,12587,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/12587/7ntc.pdb,L,232,0.439
homolog,26125,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/26125/7ttw.pdb,a,119,4638,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/4638/6qul.pdb,P,117,0.453
homolog,21872,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/21872/6wqn.pdb,C,118,6922,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/6922/5zet.pdb,R,129,0.504
homolog,13131,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/13131/7ozp.pdb,H,150,4984,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/4984/6rql.pdb,H,146,0.350
homolog,20190,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/20190/6ot0.pdb,L,215,31033,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/31033/7e9n.pdb,H,237,0.304
homolog,12227,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/12227/7blx.pdb,F,165,30012,/mnt/main0/projects/hypernetworks-for-cryo-em/cryo2structdata-3A/full/30012/6ly5.pdb,f,162,0.593
